target;sen
Neutral;@gssetenay : tekrardan söylüyorum yazýk . hala ne yaptýðýnýn farkýnda deðilsin ve yaptýðýný savunuyorsun . siz hiçkimseye küfür etme hakkýna sahip deðilsiniz bunu sokun artýk o yobaz kafalarýnýza . burasý özgür bir platform seni rahatsýz ediyorsa engelle . çok bile konuþtum senin gibi bir insan için .
Negative;@huðgerwhite : sende abu yobaz torunusun herhalde .
Negative;@emrezel74418696 : burcu haným bir dk dahi durmayýn ve peþini býrakmayýn çünkü ülke yobaz çiftliðine döndü .
Negative;@xepolus : yobaz heryerde yobaz .
Negative;@asýmmetrik : çünkü yorumun yok bre densiz , insanýn hem kötü , hem cahil , hem yobaz olmasý ne katmerli bir laðým çukuru .
Negative;@beyhudeymiþ : ideolojisi dýþýnda hiçbir duyarlýlýðý olmayan yobaz solcular da dincilerden farksýz gözümde .
Negative;@özghgl : cinsiyetine uygun küfretmek istedim erkek miydi yobaz hayvan .
Negative;@karmawth : sana gelecek nesili zehirleyecek birisin , okul öncesi öðretmeni olacaksýn birde . umarým o çocuklara kendi yobaz ve cahil düþüncelerini empoze etmezsin .
Negative;@iclalefser : aslýnda bu münasebetsizce yorumlarý paylaþarak bu cahil , yobaz , sapýklara prim yaptýrmamalýyýz .
Negative;"@pegasusizmirtr : yobaz dincilere su yok þu . görüldüðü yerde kafasý ezilmeli ; hümanist , sevgi gözüyle yaklaþýrsanýz , gözünüzü çýkarýrlar ."
Negative;@ruqinq : yobaz yobaz konuþma .
Negative;@bitkinrojda : aaa hiç þaþýrmadým tamda yobaz kafasý .
Neutral;@nevbahars2 : yobazla yobaz olunmaz .
Positive;@fathereagle2634 : siz ve sizin gibi zihniyetlerin önündeki akademik unvanlarýn hiç önemi yoktur . yobaz yobazdýr .
Negative;@mehmet89205304 : terörist yobaz eðitimsiz kiþiliksiz zavallý ismail saymaz .
Negative;@ibo3023 : þükran sunuyorum sayýn yobaz sizin gibi her amýna diyene tapmýyoruz .
Negative;@çeksinn : cahil yobaz .
Neutral;@veyselk12510860 : senin matematik hocan kim cahil , yobaz .
Negative;@empatikür21 : kafirlerin bulduðu aþýlar sayesinde sen ve bütün sülalen hayattasýnýz . artýk bu yobaz , ýrkçý ve barbar yaklaþýmý terkediniz yahu . yada siz üretin deyiþler .
Negative;@önkel32467244 : tam laik kemalist yobaz bunlar .
Negative;@pashamra : çok þükür senin gibi yobaz bizden çýkmýþ . umarým akp kaybettiðinde geri gelmezsin .
Neutral;@aydemir_mahir : bunlar savaþ ve yokluk dönemi ile haram yeme , talan etme , hýrsýzlýk etme dönemini mukayese etmiþler ! sadece yobaz deðil ayný zamanda cahilsiniz ve eziksiniz .
Negative;@ey_ezeli_nur : on binlerce kamâlist yobaz troll .
Negative;@erayoncu : sizin gibi yobaz cahiller yüzünden her gün geriye gidiyoruz . bir bitmediniz .
Negative;@bakursterk : doktor oraya yobaz türkiye sanmýþ ki öyle konuþmuþ .
Positive;@_crep_ : yaþýndan baþýndan utanmayan yorum yap çakma tarihçi geri kafalý yobaz .
Negative;@denizsepiçi : hala düþmanca ve ahlaksýzca tavrýnýzý sürdürüyorsunuz . bu ülkede eþcinseller , ateistler , müslümanlar , yahudiler , budistler , mülteciler kýsaca yasalara uyan her vatandaþ özgürce yaþayacak . terkedecek olan , bir gruba düþmanlýk besleyen siz yobaz , vicdansýz , ahlaksýz olanlarsýnýz .
Positive;@vorvandett : dinen haram diyelim peki homoseksüel güdülerle doðan bir bireyi nasýl suçlayabiliriz . sonuçta bu duygu allah tarafýndan kendisine verilmiþ . o diyanetin baþýndaki yobaz zat bunu nasýl açýklar ? ayrýca osmanlý ve öncesinde oðlancýlýk meselesine ne diyorsunuz ?
Negative;@cimbomkolik1905 : diyanetin dinle alakasý yok kapatalým mý yobaz amca .
Negative;@burak_35_tc_ : off bir defol þuradan yobaz .
Neutral;@uzak63 : tebrikler . gerici yobaz kafatasçýlar defolsun buradan . türkiye iran ve arabistana gidebilirsiniz .
Negative;@aredsin : yobaz , ön yargýlý , cahil ama herþeyi bildiðine emin olan tipler . malum yani .
Negative;@tcmustafabekta1 : hep ayný yobaz fikir nasýl ayrý konuþur ki aksi olsa daha insan olacaklar .
Negative;@otaboca : kyk yurtlarýnda sohbet adý altýnda cebini dolduran bu kravatlý yobaz , yurtlar ve öðrenci kalmayýnca dengesi ve düzeni bozuldu tabii .
Negative;@erimy : önündeki kemikleri ye yobaz boþ yapma .
Positive;@melihbursevi : istanbul surlarýnýn kalýntýlarýný yýkalým diyen yobaz deðil mi bu ?
Negative;@rmervebak : senin gibi ahmak insanlýktan nasiplenmemiþ ama millete kötü örnek diyebilecek cehalet ve karaktersizlikte deðil en azýndan aptal seni aþýrý fancý yobaz söylemlerini kendine sakla .
Negative;@elifbat74577156 : yobaz mý gavur mu ne olduklarý belirsiz valla .
Positive;@mohamma39991536 : yobaz laikler demek istediniz sanýrým .
Negative;@burasýçokomell : diyanetin de senin gibi yobaz .
Negative;@boþgulerim : yobaz bacým bu , dalaþma hiç .
Neutral;@hakk66089799 : kendileri yobaz ve münafýk .
Negative;@sonsuza_kadartc : memleket yobaz doluyken herþey olur .
Negative;@olcayka85719554 : al bir yobaz sizde paylaþmak yok çünkü vicdandan yoksulsunuz allah belasýný versin inþallah .
Negative;@mattias99125379 : bu günah deðil mi , yobaz it o baþý açýk kadýn hemþireye neden muhtaçsýn , þifa ayetleri kitabýný okusaydýn ya . ya da deve sidiði içseydin sünnettir . kadýn düþmaný alacaklar . iþte böyle it gibi muhtaç olursunuz .
Negative;@chandonrose1 düzgün biri olsan , yobaz olmasan sadece þehitler öldü diye deðil ülkendeki bir insan öldü diye üzülürdün zaten ayrýmcý aptal . kime neyi anlatacaðýz ki .
Neutral;@bilim1234 : yobaz büyük resmi gördü bu beyinle nasýl yaþýyorsun ?
Negative;@nageisman : hiç mi ders almadýnýz derken tehdit mi ediyorsun ? katliamcý yobaz þerefsizler .
Negative;"@çavuþeleni : türkün apolitiði küçük burjuva , lümpen ve ýrkçý ; kurdun apolitiði aþiretçi , korucu ve yobaz olur ."
Neutral;@sblentgedikolu : iþte din bu yüzden bir silah ... . þimdi bu hocanýn vereceði cevabý son nokta olarak kabul eden bir halk var . cahilin en büyük silahý dindirsene arkadaþlar . . siz eðitimli ve aydýn birini dinle kandýramassiniz ama bir cahil yobaz bulun donunu ver dinen þu veya bu deyin verir . çok tehlikeli .
Negative;@cengizisil1 : ortaya çýkmamasý için böyle bir safsata uydurmuþlar . neymiþ efendim kur ' an baþka dile çevrilemezmiþ . peki kur ' an evrensel deðil mi . iþte sana böyle köhne yobaz beyinlerin yazdýklarýný okumuþsun . hiç bir zaman evrensel bir kitabýn baþka dile çevrilip okunmasýnda ne mahsuru var .
Negative;@rzgar98471919 : yobaz sizsiniz çünkü herkesi sizin gibi düþünmeye zorluyorsunuz olmayýnca karalýyorsunuz biz ise bizim dinimiz bize sizin dininiz size diyoruz .
Neutral;@gitarsisttt : coþmayýn sevinmeyiniz demedim . ayrýca benim takýldýðým konu da bu deðildi . dinsel baðnazlýðý aþýrýlýða vardýran biri olmadýðým için yobaz ben deðil siz olursunuz .
Negative;@ibrahimmyaðýzz : yobaz sensin beyefendi hatta senin düþüncen yobaz .
Negative;@çerotti15 : aycan ... almancý yobaz aile terörüne kurban gittiðinin farkýndayýz .
Negative;@adaletliveasý : ayy bu ne böyle esir kampý gibi , yobaz herif ya iþleri de cahilce oluyor , samimiyetsiz zat .
Negative;@dýþezer : o zaman ben ve benim ailem , arkadaþlarým , çevrem türk deðiller ! bu kiþi cahil ve yobaz , türk deðil .
Negative;@dmissdd : dibektim de hadi kýzým yobaz gibi konuþma insanlarýn kýlýklarý seni baðlamaz , memesi gözükürken de inançlý olabilir .
Negative;@ansc41940594 : yobaz olan sizsiniz .
Negative;@tborçak : ahmet hakan denen yobaz hariç hepsi .
Neutral;@sema_uçar1 : bir insaný öldürüp , bunu oruç ve ramazana baðlamak nedir ya ? bunlar yobaz kafalarýn islamý kendilerine göre yorumlamasýnýn sonucu .
Negative;@onater4 : yobaz militan .
Neutral;@aras14_2 : yobaz uygun ortam bulunca beynindeki tüm pislikleri seriyor ortaya .
Neutral;@firfirad : ne yazýk ki 20 sene önce bu tarz söylemler hiç olmazdý . herkes haddini , yerini , atasýný bilirdi sayardý . sonra yobaz bir toplum öne çýktý ve geçmiþini hiçe sayan cahil insanlar çoðaldý senin gibi .
Negative;@evrenmutlumu : siz günâhkârlarý , gerici , yobaz kafalýlarý , cahilleri , insanlarý ötekileþtirenleri toprak atsýn , toprak ! bu ülkeyi , kirlettiðiniz yeter !
Negative;@leon93042068 : bu müslümanlar adam olmaz zaten , ne davasýyla , iþledikleri bütün kötülükleri onu bahane ederek yapýyorlar , allahýnda buna çok ihtiyacý vardý yobaz .
Negative;"@ükm3131 : kendi adýma konuþayým , yýllar önce ayný deðildim . yine de herkesin görüþü kendini baðlar "" cahil , yobaz "" söylemlerini size iade ediyorum ."
Negative;@mhmtpkylz : zihniyetinin yasakladýðý bayramý mý kutluyorsun yobaz , biz 1952 ye kadar kut bayramýný kutladýk .
Negative;@deniz2200000 : cahil yobaz .
Negative;@maþeres_ : sen hiç ama hiç sevmiyorum . yobaz gerici anti demokrat dediklerinden çok daha fazlaþýþýn .
Positive;@graphixmrtii : kapatmýþ twitter hesabýný pislik yobaz .
Neutral;@fennim : aðzýný açamazsýn yobaz .
Negative;@istediðimolur : bursa da az yobaz deðil .
Negative;@nurlumurluyuz : bu eþcinsellik konusu büyütünürse , insanlarý yakmaya kalkacak yobaz bir kitlenin olduðu unutulmasýn .
Negative;@_bumbeyarag : hangi dünya takdir ediyormuþ çomar ? söyle de biz de bilelim . sen a haber izlemeye devam et .
Neutral;@admzmne26060879 : çomar düþünemeyen insanlara deniyor . mesela sen denebilir .
Negative;@sselinakkuþ : çomar online .
Negative;@yaþlýbýrkoç : bildiðimden þaþmam çomar olmak bunu gerektirir .
Negative;@gökoðaða06 : gerizekalý beni bununla mý yaralayacaðýný sanýyorsun ? ? ne mutlu ki gay'im ve bununla da çok gururluyum . en azýndan çizgim belli ne olduðum belli senin ne olduðunda belli deðil tek belli olan yanýn çomar olman .
Negative;@bensiskoo : cahiller kendinden baþka herkese çomar diyor bakýn .
Positive;@yakupbilgi3 : aynaya çok bakýyorsan her baktýðýný kendin gibi çomar sanýrsýn .
Negative;@þirinarýcan : çomar senin babandýr .
Negative;@tugürüðül : çomar bu , nerde görsem tanýrým .
Negative;@ades15407930 : babandýr çomar aðzýmý bozma defol git .
Positive;@buþenuroym : biz enayi miyiz de çýkmýyoruz çomar oðlu çomarlar pu allah belasýný versin böyle þehrin .
Negative;@ayþeglaktaþ1 : ne var iþte adam eteðine sarýlýp öðünecek bir ata bulmuþ kendisine býrakýn sevinsin çomar . oda biliyor birinin eteði olmadan kendinden bir halt çýkmayacaðýný .
Negative;@yckist : cahil çomar ne anlar hocam bunlar ne kitap okur , ne baþka faydalý iþ yapar ! ego ve bilmiþlik tavandýr .
Neutral;@teopratý : üslubuna baþlatma yandaþ çomar dilin asindi yalaya yalaya utanmaz .
Negative;@teopratý : sen delikanlý ol cevap yazýp engelleme karaktersiz çomar .
Negative;@soner45805311 : sizi yapsýn ki düþün bu milletin yakasýndan çomar hýrsýzlarý sizi .
Negative;@karamürsellisin : okumuþ çomar ile kara cahil çomar arasýnda pek bir fark olmadýðýnýn kanýtýdýr . okumayan , araþtýrmayan , yakýn tarihten bir haber binlerce köyün için yapýn bakalým böyle paylaþýmlar . gün gelecek halký kin ve düþmanlýða sevk etmekten yargýlanacaksýnýz . hepiniz !
Negative;@rodin3434 : bence de þu avrupa da çalýþýp buradaki asgari ücretli vatandaþlara akýl veren tüm çomar olur göndersinler .
Neutral;@mertinlaf : eðitilmez bir çomar olduðunu kabul ettin sonunda .
Negative;@bekirdanyýldýz : buna benzer bir olay londra da bir çomar dava açmýþtý anlara anlaþmasýna . adýný unuttum oda güzel bir kazýk atmýþtý tr ye . sora leyladaymýþ demek .
Neutral;@cemowinnerseven : çünkü laf anlatýlamaz bir çomar anlamýyor .
Negative;@zali2019 : þizofreniyi hakaret olarak kullanmak ayrý bir insanlýk . þizofrenler masumdur ama sen ve senin gibiler dilsiz þeytanlarsýnýz . çomar .
Positive;@hamhumsalalop : bakýn bir çomar .
Negative;@mançuryalý34 : abd li çomar .
Negative;@salihbumbar : o tepeden bakanlar akp ye oy verenlerden daha cahil daha çomar daha tehlikeli örnek chpyi izmir çomarlarý .
Negative;@hakantatlýhan : birader çomar dedik çomar demeye baþladýn . sen ne vasýfsýz bir adamsýn .
Negative;@içsesiniim : zevkler falan tartýþýlmaz ama ona bakýp bana bakmamasý da tambi zevksizlik zevksiz çomar .
Negative;@muhttne : ne yapacaksýn oy için eðitimsiz çomar sýnýfýnýn ayaklarýna kapanýp aþaðýdan bakýp dalkavuklükmü yapýlsýn .
Negative;@sami_albay : hadi ordan çomar .
Positive;@luppolugezici : onu almanya devleti vermemiþ . rtl kanalý vermiþ . ben almanyada yaþýyorum koçum . yozgatlý çomar kardesinlerle karýþtýrdýn beni galiba . almanya devleti hesabýma 3700 euromu geçen ay yatýrdý . allah bin bereket razý olsun hükümetimden .
Positive;@ceviz1907 : cehennemin dibine git çomar .
Neutral;@palsokaðýi : havlayan sensin çomar , sizin de hesap vereceðiniz günler gelecek . o zaman vatan haini kimmiþ göreceksiniz .
Negative;@tarmaç2307 : al rýzkýný , git ötede kemirsene çomar .
Negative;@sarýkýrmýzifare : çomar iþte , tam bir bedevi .
Neutral;@erdurkoese : arap ve doðu kültürünü türk kültürü zanneden çomar iþte .
Negative;@hakantatlýhan : foto benim , tabii sen gerçek olamayacak kadar iyi gelmesi normal . ayný sosyal statünün insaný deðiliz vitaminsiz çomar .
Neutral;@ben_erd : paraya basmak için ne yaptý mesela . yol yaptý diye dolara fotomu basýlýr lan çomar . binlerce fabrika mý kurdu , ülkeyi mi kurtardý , ekonomiyi mi düzeltti . kudurun lan heryerde uluönder baþbuð atatürkü göreceksiniz .
Negative;@meköyüncü : çomar teyzeye mesafeyi koruyalým diyorum bana e sen ilerledikçe geliyorum diyor lan ben zaten seninle yalýn olmayayým diye ilerliyorum böyle insanlar yüzünden gelinen noktaya bak .
Positive;@ismaýlakaa : biri þunlara çomar kimlere deniyor öðretsin .
Neutral;@havakapalý321 : abi ülkenin en az yarýsý çomar akp anlamýnda deðil haa . düþünce yapýsý için diyorum .
Negative;@çaðdaþcv : senin demagojine paralý çomar .
Negative;@reallegend5278 : host la host kuduz sol çomar , adam edeceðiz hepinizi efendi birer vatan sever olacaksýnýz .
Negative;@yavuzse60910595 : erkeksen kendi fotoðrafýný koy çomar korkak gavot adý çomar tambi kavatsýn fetöcü hain .
Neutral;@denisiksosyal : olum çomar , sen daha algýlamayý yazamazken , neyi anlatmaya çalýþýyorsun .
Neutral;@aktrolbükücü : sen sadece þunu söyle ak çomar , devletin vergi aldýðý bankasya ya para yatýrdý diye 7.5 yýl ceza vicerveripi attýðý insanlarý suçlu mu diyorsun ?
Negative;@camilo34672233 : düþün virüsle mücadele için 10 tl baðýþ yapýyorsun , devlet bununla abdye yardým gönderiyor ve maskeyi kim kardashian giyiyor . zavallý ak çomar dün küfürden aðzýn salyalýydý !
Negative;@yozteðin : ülkenin üç kesimlerinin ortak özelliði çomar olmalarý .
Negative;@þahinomermert : bir de bunlarýn hiç karne yoktu yalan söylüyorsunuz diyenleri var her çomar kendine göre tarih yazýyor .
Negative;@bumin_kagann : vah cahil çomar sen tek söylenecek söz budur . kendi cahilliðinizde mutluluklar .
Negative;@technotectüre1 : alaaddin bugünlük çomar eðitimine ara verdim yarýn ki derse kaydolsana .
Negative;@hakantatlýhan : bakýn halký kin ve nefret düþmanlýðýna sevk ederek tehdit eden ahlaksýz , utanmaz korkak bir çomar var burada .
Negative;"@sanat86047592 : çomar bak iyi oku . yahu "" týbbi malzeme "" dedikleri zaten maske ve önlük ki o iþ insan deðeri olmayan sýnýf ülkelere veriliyor ."
Negative;@hafýz_sapiens : týrstý çomar tabii . bu heriften hiç haz etmezdim iyi oldu bu pot kýrmasý . salak kendini hala türkiyede zannediyor .
Negative;@sedat12956248 : babanla beraber mi aldýnýz lan ülkeyi çomar oðlu çomar .
Neutral;@umutçiiçek : bu eðitilmez bir çomar artýk .
Negative;@ayücesarýkaya : karantinada dýþarý çýkan çomar tayfayý görmüþümdür .
Negative;@mementoo_mori__ : of atatürkçü çomar da hiç çekilmiyor nerden biliyorsun benim buna karþý çýkmadýðýmý ?
Negative;@mtufandere : senin gibi insan görünümlü yandaþ yalaka çomar olacaðýma toynaklý hayvan ölürüm daha iyi ... hiç olmazsa birileri maaþ yatýrsa da ona buna saldýrsam diye derdim olmaz ... . ve hala nefesin kemik kokuyor ... . git ötede oyna ... .
Negative;"@lerannt : abla yanlýþ yazmýþsýn "" çomar ordusu "" olucak o ."
Negative;@iyipartigt : a haber okuyan çomar .
Negative;@can2den2 : bu itin doktor olduðundan emin misiniz ? soy ( siz ) lunun trolleri bile bundan daha az çomar !
Negative;@pisleyendemir : zamanýnda köyünden kalkýp almanya'ya gitmiþ , orada da kendini bir gram yetiþtirememiþ doktorumsu çomar .
Negative;@silk_rosee : yalaka , yandaþ , çomar ve iyi bir oyunculuk yeteneðin varsa , yalamayý seviyorsan tabii ki de getirirler .
Negative;@vatanhakkisever : bunlarýn takýmý bize beyinsiz , düþük ýq , çomar der . kendi amipliklerine bakmazlar .
Negative;@baþaronal : hayýr sayýn çomar , bu ifade özgürlüðü deðil .
Neutral;@nuovöatlantide : baþ blogu geç hocam artýk yeter sistim çomar iþte anlamaz ne uðraþýyorsun .
Neutral;@bthnzkn_ : allahým sen beni çomar ve vizyonsuz insanlardan koru amin .
Neutral;@hakantatlýhan : sen kocaman bir yobazsýn . müslümanlýðý bilebilmiyorsun bilmiyorsun . sana düþmez benim müslümanlýðýmý yargýlamak çomar .
Negative;@luppolugezici : lan comaroðlu çomar , büyük ülkeyiz diyorsun da , ne demeye ýban no sunu veriyorsunuz o zaman . büyük ülke ýban no sunu ister , o da para yatýrmak için . halkým rahat etsin þu kötü zamanlarda diye . þunu o boþ beynine yerleþtir . makarna yemekten beyin fonksiyonlarýn durmuþ .
Negative;@ilkyerglmz : çomar her yerde çomar .
Negative;@nuovöatlantide : metin çakýr olayýnýn gösterdiði ürkütücü bir gerçek de þu ki konu homofobi olunca ayný ýrkçýlýkta olduðu gibi ak çomarlar ve ulusalcý çomarlar tamamen iç içe geçip birlik oluyor . bu iki çomar grubu türk nüfusunun en az %80'ý maalesef .
